Index,Time,Process Speed Ratio,Environment,Outer Temp,Page Count,Inner Temp,Humidity,LSU Temp,TRC Enable,TRC Elapsed Time,TRC Delta CV Y,TRC Delta CV M,TRC Delta CV C,TRC Delta CV K,TRC Delta DC Y,TRC Delta DC M,TRC Delta DC C,TRC Delta DC K,TRC Delta VPP Y,TRC Delta VPP M,TRC Delta VPP C,TRC Delta VPP K,TRC Delta LD Y,TRC Delta LD M,TRC Delta LD C,TRC Delta LD K,TRC CMS ERR 1 Y,TRC CMS ERR 2 Y,TRC CMS ERR 3 Y,TRC CMS ERR 4 Y,TRC CMS ERR 5 Y,TRC CMS ERR 6 Y,TRC CMS ERR 7 Y,TRC CMS ERR 8 Y,TRC CMS ERR 1 M,TRC CMS ERR 2 M,TRC CMS ERR 3 M,TRC CMS ERR 4 M,TRC CMS ERR 5 M,TRC CMS ERR 6 M,TRC CMS ERR 7 M,TRC CMS ERR 8 M,TRC CMS ERR 1 C,TRC CMS ERR 2 C,TRC CMS ERR 3 C,TRC CMS ERR 4 C,TRC CMS ERR 5 C,TRC CMS ERR 6 C,TRC CMS ERR 7 C,TRC CMS ERR 8 C,TRC CMS ERR 1 K,TRC CMS ERR 2 K,TRC CMS ERR 3 K,TRC CMS ERR 4 K,TRC CMS ERR 5 K,TRC CMS ERR 6 K,TRC CMS ERR 7 K,TRC CMS ERR 8 K,TCC TC Y,TCC TC M,TCC TC C,TCC TC K,TCC CT Y,TCC CT M,TCC CT C,TCC CT K,TCC OT Y,TCC OT M,TCC OT C,TCC OT K,TCC CV Y,TCC CV M,TCC CV C,TCC CV K,TCC SM Y,TCC SM M,TCC SM C,TCC SM K,TCC DOT Y,TCC DOT M,TCC DOT C,TCC DOT K,TCC TA Y,TCC TA M,TCC TA C,TCC TA K,TCC EA Y,TCC EA M,TCC EA C,TCC EA K,TCC Page Y,TCC Page M,TCC Page C,TCC Page K,TCC BM Y,TCC BM M,TCC BM C,TCC BM K,LSU Temp MIN,LSU Temp MAX,LSU Temp AVG,LSU Temp DIF,ClassBinary
120,635498.88,100,1,5,13,5,10,46,13,8,0,0,0,0,10,0,0,-9,0,0,-7,0,18,33,-19,-29,0,-7,-16,-14,-19,-45,-61,-23,0,-3,-5,-4,-18,-38,-35,6,0,2,4,6,3,-4,9,6,-7,-3,-6,-12,-3,-11,-1,-2,139.6888889,142.3111111,140.6666667,125.6444444,139.0666667,139.0666667,139.0666667,129.0666667,-0.933333333,-0.933333333,-0.933333333,-0.933333333,140,140,141,140,5,3,3,10,4197596,4081767,25182401,33583702,117369738,195789509,169244717,654261660,2608109,4350673,3760837,14539104,5,5,5,11,-2,-4,-4,3,234,280,271.1777778,39,1
121,638827.28,100,1,0,570,3,2,42,2,0,0,0,0,0,-14,0,0,-37,0,0,0,0,30,-25,-38,31,0,-1,-8,-13,-15,-11,-19,-31,0,2,5,4,9,7,-9,-26,0,8,16,22,29,30,16,5,14,11,12,11,11,15,7,-1,146.9076577,148.8978979,143.1951952,131.0900901,142.3085586,142.3611111,142.3611111,131.0750751,0.626876877,0.679429429,0.679429429,-0.186186186,140.5593093,140.7545045,141.740991,140.7184685,5,3,3,9.46021021,785177588,1498779604,1882738501,1456555495,3499542804,5836113038,5053075749,19439190264,2627119.05,4381313.973,3793312.41,14593677.72,148,148,148,559,-2,-4,-4,2.46021021,238,280,260.0645646,4,1
122,639903.68,100,1,0,600,2,0,25,2,0,0,1,0,0,3,0,0,0,0,0,0,0,-70,-71,-16,-64,0,5,13,9,8,-3,-7,-31,0,6,9,10,9,-1,-6,-33,0,-1,-2,-12,-16,-34,-36,-62,13,10,1,-2,-8,-9,-2,4,143.1126531,145.8334694,148.4408163,130.8710204,139.837551,139.9877551,139.9159184,129.3306122,-0.214693878,-0.064489796,-0.136326531,-0.708571429,140.3461224,141.7918367,143.2195918,140.6171429,5.445714286,3,2.77877551,9.496326531,655398255,846107401,742794029,658880869,3242952077,5387316493,4663759530,17938300811,2647141.21,4397589.901,3807006.613,14643261.89,398,398,398,600,-1.554285714,-4,-4.22122449,2.496326531,268,293,277.2277551,17,1
123,640308.88,100,0,0,400,0,0,15,53,0,1,0,0,0,-76,0,0,2,0,0,0,0,28,-9,0,24,0,9,16,21,31,33,83,104,0,2,0,-3,0,13,29,0,0,0,-11,-5,-8,0,3,-7,0,0,9,19,13,11,3,0,139.1725979,143.3451957,147.0640569,131.6120996,139.6672598,139.8327402,139.8327402,129.6601423,-0.332740214,-0.167259786,-0.167259786,-0.339857651,140.9661922,141,142.3879004,140,5.87544484,3,3,9.024911032,302337874,397066564,335197040,283353910,1494227162,2477810439,2145285076,8249347153,2658564.02,4408713.468,3817046.13,14678312.02,292,292,292,400,-1.12455516,-4,-4,2.024911032,282,297,286.0035587,10,1
124,641660.48,100,0,0,551,0,7,22,2,0,0,0,0,0,-7,0,0,-15,0,0,0,0,9,0,0,-7,0,-3,-6,-13,-5,3,5,-11,0,0,-5,-3,2,-2,-7,-1,0,1,4,2,5,-1,-6,9,-3,-7,-6,-8,-10,-9,-6,-3,137.3613445,141.4897959,143.7623049,130.0528211,139.0144058,139.2737095,139.182473,129.5522209,-0.985594238,-0.726290516,-0.817527011,-0.447779112,141,141,141.2533013,140,5.637454982,3,3,9.256902761,154245704,204660942,177619783,800450969,2223199313,3681785463,3188563849,12252271654,2668741.276,4419716.256,3827640.929,14708303.24,346,346,346,548,-1.362545018,-4,-4,2.256902761,284,306,292.5090036,7,0
125,643361.28,100,0,2,329,1,3,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0,26,0,0,1,9,-6,8,-4,16,0,-3,-1,-3,-8,3,-1,5,0,-1,-1,0,0,5,3,4,-5,-3,-4,-5,4,-5,-3,-2,139.9222561,142.0807927,141.4573171,132.3932927,139,139,139,129.1676829,-1,-1,-1,-0.832317073,141,141,141,140,5,3.178353659,3.472560976,9,426366081,737268280,641197964,592399735,1755778160,2906444613,2517072313,9687389786,2676283.2,4430344.988,3836806.779,14767065.48,162,162,162,294,-2,-3.821646341,-3.527439024,2,288,315,302.3521341,5,0
126,644245.68,100,1,0,244,0,1,25,2,0,-1,0,0,0,53,0,0,30,0,0,0,0,8,25,12,-19,0,-17,-21,-31,-29,-31,-37,-8,0,-5,-5,-7,-8,-3,17,38,0,-6,-6,-6,-3,9,15,26,-14,-6,-5,-2,-6,1,6,3,139.0415335,136.8306709,137.6309904,128.8003195,139,139,139,129.3929712,-1,-1,-1,-0.607028754,140.0702875,141,141,140,5,3.709265176,4,10.08306709,149521944,211191314,190185832,347897403,1683420584,2784061924,2410536877,9265066569,2688992.351,4447191.952,3850504.591,14800173.33,241,241,241,243,-2,-3.290734824,-3,3.083067093,295,320,308.5303514,2,0
127,645859.68,100,0,0,506,0,0,24,2,0,-1,-1,0,0,70,0,0,3,0,0,0,0,-33,38,18,12,0,-3,-11,0,6,-11,-21,-20,0,-5,-8,-2,-2,-13,-7,48,0,-1,0,2,-1,1,25,31,-8,-6,-6,-4,8,6,2,-2,137.3084034,134.4344538,132.8840336,130.0915966,139,139,139,129.6462185,-1,-1,-1,-0.353781513,139.0084034,140.0369748,141,140,5,3,4,11,97573830,110759375,114925265,800327660,3210525782,5300692950,4591358237,17661308040,2697727.036,4454188.272,3858063.113,14841158.02,264,264,264,478,-2,-4,-3,4,301,325,313.4537815,1,1
128,647368.88,100,0,0,666,0,5,23,2,0,1,0,0,0,-8,0,0,-1,0,0,0,0,-14,40,32,6,0,7,15,18,9,24,16,4,0,-4,-4,-5,-4,6,14,15,0,-5,-6,-10,-9,-6,-9,15,1,-3,0,-3,-12,-9,-10,0,130.2637874,132.6152824,128.8956811,129.8405316,139,139,139,129.8438538,-1,-1,-1,-0.156146179,139.358804,140,141,140,4.739534884,3,3.736877076,10.6551495,3969324,7436664,11684844,1080592245,4063713175,6705923801,5808938909,22440757071,2699915.468,4455555.359,3859510.215,14910521.05,201,201,201,659,-2.260465116,-4,-3.263122924,3.655149502,305,328,316.8737542,1,1
129,650921.61,100,0,0,608,0,4,34,53,0,0,0,-1,0,-10,25,0,3,0,7,0,0,9,9,16,-9,0,-2,-3,0,14,5,7,13,0,-5,-9,-11,-10,-17,-32,-30,0,-3,-5,-4,-4,-1,7,16,-5,-2,-4,-2,-5,3,5,-2,126.0042626,132.5191816,126.5089514,131.7595908,139,139,139,129.1005968,-1,-1,-1,-0.89940324,140,140,141,140,4,3,2.006820119,11,58555795,58600742,58655811,788170857,3169823120,5228700885,4528968272,17562231199,2702109,4457292,3860704,14971801.13,201,201,201,522,-3,-4,-4.993179881,4,297,331,311.4450128,11,1
130,651784.066,100,0,0,301,1,0,22,53,0,0,0,0,0,-31,22,0,26,0,2,0,0,29,-17,22,19,0,3,9,-1,14,21,27,4,0,3,0,-2,7,4,2,-25,0,-1,-2,-4,4,-3,-15,1,3,8,4,9,15,0,2,2,124.3182482,130.0467153,125.0160584,130.2437956,139,139,139,129.8525547,-1,-1,-1,-0.147445255,140,140,140.0116788,140,3.013138686,3,2,11,2050299,3626737,5646243,494132881,1851410958,3053918907,2645053156,10285067914,2702637.019,4458073.813,3861243.369,15014417.43,101,101,101,299,-3.986861314,-4,-5,4,304,326,315.3781022,12,0
131,652904.48,100,0,0,307,0,3,22,53,0,0,0,0,0,42,25,0,-7,0,6,16,0,3,0,24,-12,0,-7,-15,-14,-16,-35,-22,-15,0,-5,-1,0,-8,-7,-7,-8,0,1,-2,0,1,-5,16,20,-5,-10,-1,-11,-5,5,1,-1,124,130,125,129.8425532,139,139,139,129.248227,-1,-1,-1,-0.75177305,140,140,140,140,3,3,2,10.96028369,0,0,0,552575844,1905533925,3143207250,2722344810,10611220669,2702731,4458225,3861326,15051079.42,0,0,0,283,-4,-4,-5,3.960283688,306,328,317.9475177,0,1
132,654636.08,100,0,0,349,0,0,24,2,0,0,0,0,0,30,-40,1,9,0,-5,4,0,-26,9,-5,-1,0,1,5,10,-10,-2,-2,19,0,10,13,16,22,38,54,72,0,-6,-3,-7,-9,12,7,-13,2,7,8,15,5,8,0,4,134.2810271,138.8901569,133.9029957,130.9543509,139,139,139,129.1583452,-1,-1,-1,-0.841654779,140,140,140,140,2.403708987,3,2,10.88587732,404333834,787229822,712883564,627272393,1896302226,3130946461,2709242747,10586560412,2704960.795,4466160.602,3864633.425,15101783.1,163,163,163,314,-4.596291013,-4,-5,3.885877318,306,330,319.2653352,2,1
133,677364.592,100,1,5,77,9,14,96,13,8,-1,0,0,0,68,-1,13,12,10,5,0,0,-1,-17,-14,-10,0,-4,-5,-8,10,15,14,12,0,-4,-6,-10,-18,-33,-40,-37,0,3,1,6,-1,-9,-2,-1,15,7,3,-5,1,-6,-1,-3,147.8295455,143.5606061,145.4962121,127.0833333,139.5492424,139.6590909,139.6742424,129.6477273,-0.450757576,-0.340909091,-0.325757576,-0.352272727,139.3636364,140,140,140,3.268939394,3.477272727,2.458333333,11.66287879,960992669,1528211066,1656446691,1071640850,719895329,1187801623,1027835799,3996456541,2726399.61,4498702.614,3892797.636,15137505.59,60,60,60,80,-3.731060606,-3.522727273,-4.541666667,4.662878788,232,328,283.0492424,72,1
134,681537.792,100,1,0,873,4,1,50,2,0,1,1,1,1,-214,-31,-14,-59,-10,-15,-20,0,16,-54,-54,41,0,34,46,57,42,48,33,26,0,12,20,25,16,8,-13,-48,0,13,17,14,7,-13,-43,-72,-2,-3,-9,-4,-9,2,4,0,142.7313931,146.8287214,146.6402672,131.0205153,139.8692748,139.9475191,140.3239504,130.1531489,-0.130725191,-0.052480916,0.323950382,-0.528148855,139.9751908,140.9751908,140.9751908,141.4627863,4.463263359,4.917461832,3.086354962,10.38740458,1328037075,1999813756,2171046114,1761288905,5795931882,9546750234,8274611828,31917875285,2765043.282,4554538.741,3947572.762,15227700.04,446,446,446,859,-2.536736641,-2.082538168,-3.913645038,3.38740458,237,287,263.2757634,46,1
135,682419.792,100,0,0,595,0,4,23,2,0,1,0,0,0,0,0,0,-49,0,0,0,0,-30,-22,-1,-25,0,-12,-21,-32,-44,-57,-64,-66,0,-10,-27,-58,-78,-94,-105,-143,0,-12,-28,-50,-74,-84,-98,-123,11,7,6,1,3,-5,-7,-3,142.0060914,143.2791878,143.4213198,125.5573604,139.3248731,139.422335,139.3258883,129.8335025,-0.675126904,-0.577664975,-0.674111675,-0.166497462,140.5746193,141,141,141,5.153299492,5.295431472,4,10.20507614,296782472,358920296,318942347,608720617,2744027937,4525000624,3911733947,15063920388,2785658.757,4593744.042,3971133.181,15293068.21,394,394,394,595,-1.846700508,-1.704568528,-3,3.205076142,274,297,284.5604061,27,1
136,683780.992,100,0,0,451,0,5,25,2,0,0,0,0,-1,0,0,0,24,0,0,0,0,2,0,0,7,0,-1,-2,-5,-10,15,25,-14,0,0,-1,10,16,14,-2,4,0,-1,1,8,12,14,2,20,-5,-5,2,6,9,8,5,4,138.2433414,137.8159806,139.8438257,128.1791768,139.0108959,139.094431,139.0108959,129.5774818,-0.989104116,-0.905569007,-0.989104116,-0.42251816,141,141,141,140.059322,6,5.221549637,4,9.805084746,152369429,182221713,163751720,786414689,2312516040,3806527770,3291398105,12663038166,2799462.87,4608258.725,3984627.069,15330245.49,244,244,244,447,-1,-1.778450363,-3,2.805084746,281,306,291.4782082,2,0
137,685587.622,100,0,2,450,1,2,23,2,0,0,0,0,0,0,0,0,10,0,0,0,0,26,0,0,-6,0,3,-2,-4,9,-5,16,30,0,5,6,10,13,16,20,11,0,5,5,11,14,17,29,23,-3,1,-1,-3,-7,-3,-3,-2,138.7403994,135.858679,140.030722,131.1827957,139,139,139,129.1612903,-1,-1,-1,-0.838709677,141,141,141,140,5.407066052,4.431643625,4.261136713,9.717357911,409901952,667025352,569704602,585495311,1827536503,3006939831,2600005467,10019181437,2807060.808,4618729.071,3993666.21,15390143.59,221,221,221,424,-1.592933948,-2.568356375,-2.738863287,2.717357911,290,313,301.1459293,2,0
138,686514.192,100,0,0,242,0,2,17,2,0,0,0,0,0,12,0,0,8,0,0,0,0,27,0,3,-19,0,-13,-11,-12,-1,18,3,9,0,3,10,17,30,30,43,67,0,1,8,12,24,31,29,58,12,12,8,8,8,-3,7,1,137.5551895,135.1235585,137.6869852,129.3558484,139,139,139,129.509061,-1,-1,-1,-0.490939044,141,141,141,140,6,4,5,10.80065898,143851039,186325801,163595600,342689419,1710511320,2812316290,2432517590,9362536247,2817787.382,4632962.348,4007252.288,15424007.96,239,239,239,241,-1,-3,-2,3.800658979,301,318,306.2817133,6,1
139,688070.192,100,0,0,505,0,0,25,2,0,-1,0,0,0,78,0,0,28,0,0,0,0,-20,13,-3,-5,0,-11,-16,-11,-33,-68,-62,-6,0,-4,-3,-5,-11,24,39,35,0,-1,-1,-4,4,15,35,17,-5,-3,-4,-5,-4,-1,-3,2,136.045864,134.8517609,133.2473382,130.5765766,139,139,139,129.6093366,-1,-1,-1,-0.390663391,140.037674,141,141,140,5.498771499,3.651924652,4.445536446,10.81572482,103064562,115627879,118195798,821704555,3451357085,5664755708,4902509704,18882383794,2826511.83,4639282.909,4014960.061,15464412.21,256,256,256,476,-1.501228501,-3.348075348,-2.554463554,3.815724816,297,322,310.992629,8,1
140,691414.192,100,0,0,658,0,3,32,2,0,0,-1,0,0,-34,0,0,-4,0,0,0,0,-2,25,25,5,0,14,21,20,50,67,63,-5,0,0,-1,8,17,-1,-10,33,0,2,4,9,14,4,-2,29,2,0,1,3,-9,-6,-2,-4,132.6313673,132.402815,130.1099196,127.4510724,139,139,139,129.866622,-1,-1,-1,-0.133378016,140,140.6796247,141,140,4.845174263,3,3.831769437,10.25067024,3805008,7249128,10933008,1071601451,4220413356,6924194901,5992920728,23178143799,2828550.421,4640745.682,4016479.104,15534678.24,201,201,201,650,-2.154825737,-4,-3.168230563,3.250670241,293,325,309.5549598,7,1
141,693615.492,100,0,0,600,0,3,28,2,0,0,1,0,0,38,0,0,10,0,0,0,0,1,25,20,18,0,-13,-15,-13,-23,-49,-45,-9,0,-5,-4,-12,-16,-10,13,11,0,-8,-9,-13,-14,-11,20,3,-5,-5,0,-7,3,7,0,3,128,131.0054103,126.012624,131.2425609,139,139,139,129.006312,-1,-1,-1,-0.993688007,140,140,141,140,4,3,3,9,232875604,232920250,232968004,756705140,3139198494,5148796307,4456199229,17293366668,2830564,4642506,4017918,15593398.71,200,200,200,528,-3,-4,-4,2,295,323,310.0532011,4,0
142,694379.792,100,0,0,306,0,3,22,53,0,1,-1,0,0,-49,4,0,6,0,0,0,0,17,5,13,-14,0,17,20,21,24,70,57,22,0,3,2,9,20,13,-9,-15,0,-1,0,5,6,9,-23,6,11,13,6,9,12,2,-2,-2,125.7374631,130.9233038,126.0619469,130.979351,139,139,139,129.8525074,-1,-1,-1,-0.147492625,140,140,141,140,3.013274336,3,2.212389381,9,90608298,92195798,93934936,488528537,1919600018,3148353284,2724668199,10601714587,2831073.159,4643497.255,4018469.819,15636472.08,101,101,101,305,-3.986725664,-4,-4.787610619,2,306,328,316.2581121,6,0
143,697189.362,100,0,0,557,1,2,23,2,0,0,0,-1,0,-8,-4,0,-2,0,0,0,0,37,-2,19,-3,0,-6,-8,-9,-5,2,18,27,0,-2,-1,0,1,7,14,19,0,1,0,0,3,10,12,19,-8,-6,-7,-5,-12,0,-2,0,130.2742981,133.1065515,132.1072714,131.1555076,139,139,139,129.2483801,-1,-1,-1,-0.75161987,140.3016559,140,140.0079194,140,3,3.277177826,2.176385889,9.122390209,465899573,751877968,677285758,1188902755,3935191016,6455870527,5584862324,21801369958,2832890.343,4647718.665,4020542.132,15695442.99,165,165,165,495,-4,-3.722822174,-4.823614111,2.122390209,307,330,319.4398848,1,1
144,713511.092,100,0,2,75,5,8,56,13,0,-1,0,0,0,26,23,0,7,0,0,12,1,12,-25,-21,-11,0,-10,-14,-11,-27,-16,-7,3,0,-3,-7,-13,-14,-4,-14,-34,0,3,4,8,7,9,17,-4,13,6,7,5,1,-11,-4,1,146.9310345,143.8189655,143.2931034,131.4741379,139.5732759,139.9741379,139.9741379,129.8836207,-0.426724138,-0.025862069,-0.025862069,-0.11637931,140.2672414,140,140,140,3.443965517,4,3.314655172,9.810344828,633364009,1160748219,1451272709,912663006,662083841,1085785818,939763774,3654737159,2853411.772,4679553.177,4050125.534,15752516.64,51,51,51,69,-3.556034483,-3,-3.685344828,2.810344828,275,331,291.3534483,33,1
145,746816.792,100,0,0,7,0,2,0,13,6,0,0,1,0,0,-23,0,-9,0,0,-12,-1,11,-22,-50,63,0,2,2,-17,-32,-65,-77,-59,0,16,27,31,32,35,40,2,0,7,11,6,8,-3,-13,-54,-20,-13,-9,-2,5,14,7,2,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,6168,20004,21414,4005738,17207754,28185720,24437448,94662960,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,281,281,281,56,1
146,754610.564,100,0,0,7,0,0,0,13,6,1,1,0,0,-24,0,0,-8,0,0,0,0,8,17,15,2,0,9,13,14,16,20,21,19,0,-4,-7,-9,-13,-22,-19,-21,0,-1,-6,-8,-14,-12,-19,-11,0,0,7,-2,6,3,3,1,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,5140,16670,17845,3338115,14339795,23488100,20364540,78885800,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,278,278,278,0,0
147,795816.592,100,0,0,7,0,4,0,13,6,0,0,0,0,-29,0,0,-12,0,0,0,0,0,3,-9,5,0,6,9,13,23,15,42,16,0,2,4,3,5,-2,-6,-1,0,3,6,6,7,1,0,-2,0,-4,-5,5,-4,-2,0,0,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,12336,40008,42828,8011476,34415508,56371440,48874896,189325920,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,279,279,279,0,0
148,797899.374,100,0,0,7,0,0,0,13,6,0,0,0,0,4,0,0,-8,0,0,0,0,0,-9,9,10,0,2,1,0,6,14,2,-3,0,0,2,3,5,1,-8,5,0,-4,-4,-3,-9,-6,-8,6,-2,3,1,1,-3,2,1,-1,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,5140,16670,17845,3338115,14339795,23488100,20364540,78885800,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,279,279,279,0,0
149,828937.392,100,0,0,7,0,3,0,13,6,0,0,0,0,-8,0,0,-2,0,0,0,0,0,8,-5,2,0,3,1,10,11,21,0,9,0,-2,-4,-1,-5,-8,-5,8,0,3,2,3,3,4,2,16,-1,0,-1,0,5,6,4,-2,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,6168,20004,21414,4005738,17207754,28185720,24437448,94662960,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,277,277,277,0,0
150,841189.244,100,0,0,7,0,0,0,13,6,0,0,0,0,3,0,0,5,0,0,0,0,0,9,5,-8,0,-1,2,2,3,1,-16,-3,0,-1,-2,-5,-10,-14,-10,5,0,-1,0,-2,-3,-8,-5,-7,3,-1,-4,-4,-4,-7,-3,0,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,5140,16670,17845,3338115,14339795,23488100,20364540,78885800,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,280,280,280,0,0
151,862834.184,100,0,0,7,0,0,0,13,6,-1,0,0,0,12,0,0,-2,0,0,0,0,-4,7,-5,3,0,-6,-13,-6,-12,-18,-25,-20,0,0,-2,-4,-10,-9,8,9,0,0,1,2,0,6,8,3,-1,-4,2,-3,1,0,4,0,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,5140,16670,17845,3338115,14339795,23488100,20364540,78885800,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,278,278,278,0,0
152,904597.992,100,0,0,7,1,3,9,13,6,0,0,0,0,33,0,0,15,0,0,0,0,-9,0,21,-7,0,-10,-13,-16,-27,-35,-35,-26,0,-1,-1,-1,-3,9,-1,-1,0,-2,-4,-2,-7,-5,3,-5,0,1,-1,-1,-6,-2,-2,1,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,9252,30006,32121,6008607,25811631,42278580,36656172,141994440,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,269,278,277,9,0
153,911175.792,100,0,0,7,0,2,0,13,6,0,0,0,0,26,0,0,5,0,0,0,0,-11,11,-9,-5,0,-2,-6,-11,-20,-26,-15,1,0,0,3,0,4,12,12,-2,0,4,5,6,8,16,16,9,-3,1,2,3,4,6,-7,-1,148,144,140,137,140,141,141,131,0,1,1,1,140,140,140,140,4,4,4,9,6168,20004,21414,4005738,17207754,28185720,24437448,94662960,2867851,4697299,4072635,15776762,24,24,24,6,-3,-3,-3,2,273,273,273,9,0
154,944069.792,100,1,5,872,5,9,41,2,0,0,0,0,0,6,0,0,9,0,0,0,0,-5,-14,-20,-2,0,-6,-8,-14,-11,-18,-11,-2,0,-1,-4,-2,1,0,4,-8,0,0,2,-1,6,3,5,5,-1,2,5,3,7,1,7,2,144.5967524,140.2963464,143.6152458,131.2553,140.074876,140.1768155,140.1366712,129.5444294,0.074875959,0.176815516,0.136671177,-0.455570591,140.0004511,140.9950383,140.9950383,140,5.332882273,4,3.50834461,8.99729364,1070543361,1856267908,2022560358,1882377366,6416357593,10489357143,9104049442,35126408704,2893960.142,4731117.057,4106217.347,15843834.9,472,472,472,865,-1.667117727,-3,-3.49165539,1.99729364,253,294,274.77447,41,0
155,945338.192,100,0,0,592,1,4,21,2,0,1,0,0,1,-86,0,0,-67,0,0,0,0,-32,-50,-8,-25,0,17,27,38,52,60,53,23,0,2,0,0,-12,-28,-40,-21,0,-5,-13,-19,-36,-58,-71,-71,12,5,-4,-7,-6,-10,-2,-5,138.4240891,140.26417,140.9129555,127.701417,139.2621457,139.4342105,139.4342105,129.7601215,-0.737854251,-0.565789474,-0.565789474,-0.239878543,140.6963563,141,141,140.9746964,6,4,4,8.965587045,346223571,437065609,374143490,607077559,2881595971,4694703231,4078050972,15715112760,2916394.304,4751509.067,4127360.361,15905732.01,394,394,394,591,-1,-3,-3,1.965587045,282,303,290.4240891,20,1
156,946899.392,100,1,2,435,0,3,21,2,0,0,0,0,-1,0,0,0,32,0,0,0,0,-19,23,0,-8,0,3,4,6,9,27,10,3,0,-2,-4,-2,-4,-2,-10,-9,0,-2,-2,1,2,11,2,13,-7,-8,-10,-4,-10,-8,-1,4,138.1752086,135.8712753,141.0989273,130.9487485,139.0107271,139.0893921,139.0893921,129.5768772,-0.989272944,-0.910607867,-0.910607867,-0.423122765,141,141,141,140.0810489,6,4,4,8,152217065,195584461,169567414,793921104,2456479486,3997058672,3472353220,13373862284,2927630.871,4763895.784,4138537.77,15939950.87,228,228,228,432,-1,-3,-3,1,285,306,296.2073897,0,1
157,949084.502,100,1,0,449,0,3,25,2,0,0,0,0,0,0,0,0,-6,0,0,0,0,15,-1,11,-2,0,2,2,0,13,2,33,24,0,0,2,6,11,10,18,24,0,6,7,6,17,12,24,31,3,6,10,6,3,1,1,-2,140.560241,137.9307229,140.0331325,130.9051205,139,139,139,129.1731928,-1,-1,-1,-0.826807229,141,141,141,140,6,4,4.331325301,8.593373494,427133220,718756923,607642610,595887520,1948627371,3169697530,2753564464,10622279158,2934439.2,4773401.134,4146722.937,15997113.82,213,213,213,416,-1,-3,-2.668674699,1.593373494,289,314,302.8599398,4,0
158,953375.392,100,0,0,244,2,3,33,2,0,0,-1,0,0,23,0,0,8,0,0,0,0,17,4,-6,-15,0,-14,-18,-17,-25,0,-16,-8,0,-2,-2,-2,6,12,10,21,0,-6,-4,2,4,18,11,20,16,14,8,5,8,0,-4,-1,136.1555556,139.2984127,137.5095238,128.9793651,139.115873,139.2238095,139.1984127,129.5079365,-0.884126984,-0.776190476,-0.801587302,-0.492063492,141,140.068254,141,140,6.206349206,4,4.292063492,9,158213105,211943401,188023904,355285476,1857775210,3018521597,2620944228,10097584846,2948657.335,4791118.271,4160044.154,16027665.22,241,241,241,243,-0.793650794,-3,-2.707936508,2,284,317,293.8650794,8,0
159,955043.392,100,0,0,514,0,3,22,2,0,-1,0,0,0,45,0,0,17,0,0,0,0,-14,25,24,10,0,-2,1,-4,-24,-55,-40,3,0,1,1,-7,1,13,41,7,0,-1,-3,-8,0,5,26,14,-12,-12,-8,-3,2,6,0,2,132.2338512,133.9043336,132.8994276,130.6385936,139,139,139,129.6116108,-1,-1,-1,-0.388389207,140.0351594,140,141,140,5.600163532,4,4,8.704006541,103488274,116756137,119142636,820961868,3617003007,5869772105,5096675892,19642140152,2957342.455,4799333.1,4167124.922,16060366.38,267,267,267,486,-1.399836468,-3,-3,1.704006541,292,314,301.1340965,11,0
160,956422.072,100,0,0,534,0,2,24,2,0,0,0,-1,0,-9,0,0,-2,0,0,0,0,-11,11,9,-5,0,3,6,5,25,19,26,12,0,-3,-3,-3,-2,-1,1,7,0,-1,2,5,6,12,9,11,0,0,-1,0,-15,-6,-6,0,127.9283217,127.1424825,130.965035,129.7159091,139,139,139,129.847028,-1,-1,-1,-0.152972028,140,140,140.881993,140,4.926573427,3.887237762,4,8.629370629,2438771,3682038,5101620,850931679,3385071674,5492057541,4768860443,18438641155,2958818.06,4800631.128,4168287.295,16117428.42,73,73,73,527,-2.073426573,-3.112762238,-3,1.629370629,296,320,306.3417832,2,0
